Device_ID,Timestamp,Heart_Rate,Steps,Activity_Label,Activity_Confidence,Temperature,Humidity,Location,Battery_Level,Calories_Burned
Device_6,17:47.1,147,3702,Running,0.95,23.5,42.9,Street,49,6.11
Device_6,22:47.1,93,2575,Walking,0.86,23.8,68,Office,84,3.91
Device_1,27:47.1,78,224,Sedentary,0.97,12,30.6,Park,31,3.48
Device_2,32:47.1,109,2482,Walking,0.94,24.6,53,Home,71,4.46
Device_6,37:47.1,72,12,Sedentary,0.94,12,63.8,Park,98,3.33
Device_2,42:47.1,90,2291,Walking,0.95,21.6,68,Office,53,3.82
Device_6,47:47.1,100,2747,Walking,0.96,29.6,66.7,Park,70,4.14
Device_5,52:47.1,99,2252.15,Walking,0.86,47.97,51.5,Home,55,4.11
Device_2,57:47.1,109,394,Cycling,0.91,22.1,56.6,Gym,59,4.46
Device_4,02:47.1,111,843,Walking,0.87,22.3,51.6,Office,52,4.53
Device_8,07:47.1,122,524,Cycling,0.98,28.7,48.6,Park,58,4.97
Device_4,12:47.1,111,1470,Walking,0.93,42.27,49,Street,94,4.53
Device_9,17:47.1,94,1362,Walking,0.94,24.4,34.9,Park,35,3.94
Device_1,22:47.1,108,144,Cycling,0.94,30.8,35.4,Park,78,4.42
Device_6,27:47.1,88,808,Walking,0.88,22.9,38.6,Home,60,3.76
Device_9,32:47.1,66,224,Walking,0.95,22.3,50.7,Gym,84,2.4
Device_4,37:47.1,93,2930,Walking,1,22.5,69.9,Park,35,3.91
Device_8,42:47.1,66,1588,Walking,1,12,43.1,Park,33,2.4
Device_1,47:47.1,83,2174,Walking,0.9,20.6,53.2,Park,27,3.62
Device_4,52:47.1,106,1798,Walking,0.98,22.7,66.1,Park,37,4.35
Device_1,57:47.1,75,3,Sedentary,0.86,23.5,73.97,Gym,90,3.4
Device_6,02:47.1,82,50,Sedentary,0.95,24.8,54.5,Gym,88,3.59
Device_7,07:47.1,94,1227,Walking,0.86,22.5,40.1,Office,20,3.94
Device_1,12:47.1,84,1428,Walking,0.89,24.3,47,Gym,37,3.64
Device_6,17:47.1,89,719,Walking,0.98,24.5,45,Office,26,3.79
Device_9,22:47.1,77,54,Sedentary,0.89,23.7,34.7,Home,84,3.45
Device_1,27:47.1,112,327,Cycling,1,12,57,Street,50,4.57
Device_4,32:47.1,90,1788,Walking,0.95,21.1,50.5,Home,87,3.82
Device_1,37:47.1,88,224,Walking,0.97,20.1,43.9,Home,21,3.76
Device_8,42:47.1,95,224,Cycling,0.88,23.5,54.4,Gym,85,3.98
Device_2,47:47.1,59,8,Sedentary,0.93,24.3,31.4,Street,56,3.04
Device_8,52:47.1,106,1480,Walking,0.87,21.5,38.5,Office,27,4.35
Device_4,57:47.1,66,40,Sedentary,0.94,23.6,37.7,Street,81,2.4
Device_7,02:47.1,60,50,Sedentary,0.89,51.99,31.9,Office,99,3.06
Device_10,07:47.1,66,711,Walking,0.95,22.2,53.9,Gym,65,2.4
Device_9,12:47.1,64,224,Sedentary,0.94,24.3,43.2,Gym,84,3.14
Device_1,17:47.1,113,224,Cycling,0.87,20.5,53.8,Office,50,4.61
Device_8,22:47.1,93,224,Walking,0.92,24.5,51.1,Gym,85,3.91
Device_1,27:47.1,101,2041,Walking,0.96,20.8,52.3,Home,49,4.18
Device_9,32:47.1,91,952,Walking,0.92,31.3,45.9,Park,24,3.85
Device_1,37:47.1,423.66,3875,Running,0.99,20.6,41.3,Home,76,32.81
Device_5,42:47.1,140,3163,Running,0.99,25,47.5,Gym,87,5.77
Device_10,47:47.1,80,224,Sedentary,0.92,24.3,34.6,Home,65,3.53
Device_9,52:47.1,72,44.62033498,Sedentary,0.99,29.4,61.9,Park,39,3.33
Device_4,57:47.1,109,1759,Walking,0.87,23.3,68,Home,66,4.46
Device_2,02:47.1,76,16,Sedentary,0.89,23.5,58.6,Gym,47,3.43
Device_6,07:47.1,79,237,Sedentary,0.97,27.4,75.9,Park,64,3.51
Device_6,12:47.1,88,2260,Walking,0.94,24.6,48.9,Home,56,3.76
Device_3,17:47.1,84,237,Walking,0.87,12,68,Home,23,3.64
Device_10,22:47.1,129,4345,Running,0.89,25.1,48.8,Gym,43,5.27
Device_1,27:47.1,101,237,Walking,0.88,12,39.9,Street,60,4.18
Device_10,32:47.1,89,2475,Walking,0.99,25.5,79.6,Park,75,3.79
Device_8,37:47.1,73,5,Sedentary,0.9,23.1,53.1,Street,61,3.35
Device_1,42:47.1,118,182,Cycling,0.94,20.6,46,Street,77,4.81
Device_2,47:47.1,75,824,Walking,0.99,12,58.2,Office,47,3.4
Device_10,52:47.1,101,1480,Walking,0.92,22.9,59.6,Street,89,4.18
Device_4,57:47.1,300.57,2404,Walking,1,23.3,48.2,Home,59,17.73
Device_4,02:47.1,66,667,Walking,0.86,24.3,55.3,Gym,37,2.4
Device_4,07:47.1,60,237,Sedentary,0.96,24.7,68,Home,29,3.06
Device_3,12:47.1,86,3773.940964,Walking,0.96,23,45.3,Gym,21,3.7
Device_5,17:47.1,60,39,Sedentary,0.99,22.2,51.9,Gym,39,3.06
Device_6,22:47.1,66,64,Sedentary,0.95,21.9,36.3,Street,30,2.4
Device_8,27:47.1,90,861,Walking,0.92,12,30.2,Street,55,3.82
Device_7,32:47.1,280.5339203,2061,Walking,0.92,12,59.5,Gym,69,15.76
Device_8,37:47.1,90,1692,Walking,1,21.6,68,Office,62,3.82
Device_5,42:47.1,91,1304,Walking,0.86,25.4,45.4,Gym,97,3.85
Device_2,47:47.1,67,3971,Running,0.93,23.6,54,Gym,80,2.4
Device_4,52:47.1,92,1668,Walking,0.9,24.3,45.6,Office,95,3.88
Device_10,57:47.1,111,1366,Walking,0.99,22.1,68,Gym,49,4.53
Device_7,02:47.1,149,237,Running,0.94,22,39,Home,88,6.21
Device_9,07:47.1,66,49,Sedentary,0.98,21,32,Home,69,3.19
Device_5,12:47.1,83,1570,Walking,0.9,23.3,46.9,Office,36,3.62
Device_8,17:47.1,67,2127,Walking,0.91,21.6,45.7,Park,70,1.6
Device_6,22:47.1,97,2778,Walking,0.92,22,31,Home,59,4.04
Device_2,27:47.1,67,14,Sedentary,0.98,21.7,59.9,Office,27,1.6
Device_5,32:47.1,67,237,Cycling,0.92,22.5,59.1,Street,45,1.6
Device_5,37:47.1,111,175,Cycling,0.9,24.6,58.7,Gym,75,4.53
Device_7,42:47.1,67,237,Sedentary,0.87,12,58.9,Gym,80,1.6
Device_7,47:47.1,74,237,Sedentary,0.88,18.1,31.1,Park,53,3.38
Device_4,52:47.1,67,237,Sedentary,0.93,22.7,58.3,Home,60,1.6
Device_4,57:47.1,106,467,Cycling,0.88,20.8,54.6,Office,90,4.35
Device_7,02:47.1,69,237,Sedentary,0.91,20.7,45.4,Office,84,3.26
Device_6,07:47.1,67,45,Sedentary,0.93,23.1,45,Office,56,1.6
Device_1,12:47.1,106,209,Cycling,0.9,24.9,52.1,Gym,78,4.35
Device_10,17:47.1,103,2904,Walking,0.87,25.8,49.2,Gym,21,4.24
Device_4,22:47.1,107,2290,Walking,0.88,20,52.4,Street,38,4.39
Device_2,27:47.1,67,606,Walking,0.98,22.3,36.7,Office,61,1.6
Device_5,32:47.1,67,245,Sedentary,0.99,20.5,70,Street,93,1.6
Device_6,37:47.1,60,25,Sedentary,1,24.7,70,Gym,52,3.06
Device_7,42:47.1,127,307,Cycling,1,21.1,75.16,Home,66,5.18
Device_8,47:47.1,67,4566,Running,1,20.5,51.7,Office,85,1.6
Device_1,52:47.1,77,1302,Walking,0.85,21.4,55.5,Office,84,3.45
Device_7,57:47.1,99,245,Cycling,0.86,24.3,70,Street,35,4.11
Device_5,02:47.1,55,245,Sedentary,0.96,22.3,70,Street,62,2.96
Device_8,07:47.1,104,2938,Walking,0.92,21.4,53.8,Street,34,4.28
Device_8,12:47.1,75,60,Sedentary,0.93,48.18,50.1,Street,25,3.4
Device_5,17:47.1,63,245,Sedentary,0.93,12,32.7,Office,80,3.12
Device_4,22:47.1,71,245,Sedentary,0.86,23.7,51.6,Street,94,3.3
Device_7,27:47.1,144,3867,Running,0.87,21.8,57.8,Park,73,5.96
Device_10,32:47.1,111,88,Cycling,0.96,20.4,47,Home,41,4.53
Device_2,37:47.1,118,289,Cycling,0.91,22.1,46.2,Street,53,4.81
Device_9,42:47.1,73,72,Sedentary,0.95,22.8,70,Street,96,3.35
Device_9,47:47.1,93,2079,Walking,0.89,31.5,70,Park,84,3.91
Device_9,52:47.1,119,3110,Running,0.85,21.8,44.3,Home,59,4.85
Device_5,57:47.1,69,64,Sedentary,0.86,24.6,54.5,Gym,83,3.26
Device_3,02:47.1,109,245,Running,0.87,24.5,57.1,Office,40,4.46
Device_6,07:47.1,93,1926,Walking,0.92,24.8,77.37,Gym,33,3.91
Device_9,12:47.1,82,43,Sedentary,0.97,27.1,78.6,Park,97,3.59
Device_2,17:47.1,67,2839,Walking,0.85,22.6,60.54,Street,27,1.6
Device_7,22:47.1,89,1635,Walking,0.86,25.2,58.6,Gym,44,3.79
Device_8,27:47.1,118,4524,Running,0.99,11,70,Home,32,4.81
Device_4,32:47.1,231.86,16,Sedentary,0.93,24.8,46,Gym,98,11.55
Device_6,37:47.1,85,1402.01,Walking,0.88,24.4,35.4,Home,47,3.67
Device_3,42:47.1,81,970,Walking,0.99,11,37.4,Street,69,3.56
Device_3,47:47.1,114,245,Walking,0.93,22.8,42.6,Gym,26,4.65
Device_10,52:47.1,94,2072,Walking,0.98,11,45.7,Office,69,3.94
Device_6,57:47.1,81,63,Sedentary,0.98,23.9,31.8,Home,97,3.56
Device_3,02:47.1,67,3777,Running,0.92,20.4,37.2,Home,52,1.6
Device_2,07:47.1,107,245,Walking,0.86,20.2,31.4,Office,59,4.39
Device_1,12:47.1,67,56,Sedentary,0.87,20.2,70,Park,82,1.6
Device_8,17:47.1,84,2671,Walking,0.92,23.2,70,Gym,51,3.64
Device_1,22:47.1,123,4284,Running,0.92,24.8,46.1,Street,89,5.01
Device_10,27:47.1,229.72,13,Sedentary,0.92,24.5,58.6,Park,71,11.32
Device_10,32:47.1,68,36,Sedentary,0.9,22.5,45.7,Street,48,1.6
Device_1,37:47.1,220.41,245,Walking,0.98,24.7,50.7,Office,35,10.67
Device_5,42:47.1,260.49,1717,Walking,0.87,11,51.6,Home,98,13.93
Device_6,47:47.1,75,35,Sedentary,0.92,11,52.1,Park,59,3.4
Device_3,52:47.1,65,245,Sedentary,0.96,11,53.1,Home,66,3.16
Device_4,57:47.1,108,3036,Walking,0.92,25.3,54,Park,80,4.42
Device_4,02:47.1,68,4136,Running,0.87,23.2,31.7,Home,48,1.6
Device_5,07:47.1,68,1128,Walking,0.86,11,58.6,Park,85,2.8
Device_9,12:47.1,119,245,Cycling,0.94,49.66,56.2,Office,52,4.85
Device_2,17:47.1,138,3596,Running,0.96,23.6,48.2,Office,25,5.67
Device_1,22:47.1,68,10,Sedentary,0.89,11,53.7,Office,43,3.23
Device_3,27:47.1,148,10816.98,Running,0.92,23.5,36.1,Office,61,6.16
Device_6,32:47.1,137,245,Running,0.87,11,30.4,Street,59,5.63
Device_6,37:47.1,92,805,Walking,0.9,21.3,35.9,Home,22,3.88
Device_4,42:47.1,58,47,Sedentary,0.85,30.4,31.3,Park,25,3.02
Device_3,47:47.1,105,1434,Walking,0.85,11,59.6,Office,57,4.32
Device_10,52:47.1,76,35,Sedentary,0.91,21.7,59.8,Street,98,3.43
Device_5,57:47.1,104,556,Walking,0.95,22,53.22,Street,48,4.28
Device_6,02:47.1,70,52,Sedentary,0.87,51.99,33.7,Home,83,3.28
Device_1,07:47.1,68,3370,Running,1,23.7,43.5,Gym,65,2.8
Device_7,12:47.1,73,26,Sedentary,1,24.4,33.9,Office,41,3.35
Device_1,17:47.1,68,257,Walking,0.91,23.7,41.9,Street,63,2.8
Device_5,22:47.1,77,33,Sedentary,0.9,20.2,52.8,Office,54,3.45
Device_7,27:47.1,70,257,Sedentary,0.99,11,64.2,Park,23,3.28
Device_7,32:47.1,68,4619,Running,0.97,22.2,70,Street,41,2.8
Device_4,37:47.1,109,1485,Walking,0.87,11,45.4,Gym,45,4.46
Device_2,42:47.1,108,2336,Walking,0.93,24.5,43.8,Gym,78,4.42
Device_9,47:47.1,67,257,Sedentary,0.96,25,45.4,Gym,67,3.21
Device_8,52:47.1,80,33,Sedentary,0.85,25.1,58.5,Gym,65,3.53
Device_5,57:47.1,80,257,Sedentary,0.98,20.6,70,Home,23,3.53
Device_6,02:47.1,62,43,Sedentary,0.95,22.3,49.5,Gym,57,3.1
Device_5,07:47.1,100,1045,Walking,0.92,24.9,75,Home,68,4.14
Device_6,12:47.1,82,257,Sedentary,0.97,23.4,100.67,Gym,85,3.59
Device_7,17:47.1,97,1449,Walking,0.86,28.3,38.9,Park,87,4.04
Device_8,22:47.1,90,257,Walking,0.94,23.8,46.3,Street,29,3.82
Device_6,27:47.1,57,18,Sedentary,0.89,21.4,31.7,Office,40,3
Device_10,32:47.1,136,4791,Running,0.85,22.5,36.4,Office,60,5.58
Device_5,37:47.1,132,3827,Running,0.92,21.5,41.9,Office,83,5.4
Device_6,42:47.1,87,1264,Walking,0.9,22.6,75,Gym,41,3.73
Device_7,47:47.1,122,378,Cycling,0.99,22.5,55.1,Gym,65,4.97
Device_1,52:47.1,63,257,Sedentary,0.9,22.8,48.5,Gym,31,3.12
Device_3,57:47.1,83,2296.77,Walking,0.91,21,45.5,Home,99,3.62
Device_10,02:47.1,103,1224,Walking,0.98,43.11,53.8,Home,24,4.24
Device_6,07:47.1,68,722,Walking,0.87,11,43,Gym,80,2.8
Device_4,12:47.1,100,402,Cycling,0.97,23,49.1,Gym,47,4.14
Device_2,17:47.1,68,4167,Running,0.85,23.4,54.7,Office,74,2.8
Device_3,22:47.1,137,3183,Running,0.96,23.8,75,Home,51,5.63
Device_7,27:47.1,69,50,Sedentary,0.93,20.1,41.9,Home,84,3.26
Device_6,32:47.1,68,1702,Walking,0.89,50.93,43.7,Office,65,2.8
Device_8,37:47.1,79,257,Walking,0.86,24.7,58.1,Street,51,3.51
Device_8,42:47.1,85,2892,Walking,0.92,23.8,69.5,Park,31,3.67
Device_9,47:47.1,68,28,Sedentary,0.87,21.8,37.8,Home,42,2.8
Device_3,52:47.1,133,329,Cycling,0.95,20.8,45.4,Office,55,5.44
Device_3,57:47.1,95,1628,Walking,0.87,24.7,30.9,Office,76,3.98
Device_6,02:47.1,75,108.02,Sedentary,0.93,11,40.4,Street,81,3.4
Device_6,07:47.1,68,2518,Walking,0.99,24,49.8,Home,59,2.8
Device_8,12:47.1,66,257,Sedentary,0.87,11,75,Park,71,3.19
Device_7,17:47.1,64,257,Sedentary,0.91,18.1,75,Park,95,3.14
Device_1,22:47.1,143,3723,Running,0.85,20.9,75,Home,73,5.91
Device_4,27:47.1,67,257,Sedentary,0.91,11,40.7,Home,21,3.21
Device_2,32:47.1,81,530,Walking,0.94,11,67.4,Park,68,3.56
Device_1,37:47.1,94,1269,Walking,0.94,11,58.3,Office,34,3.94
Device_2,42:47.1,81,10,Sedentary,0.91,11,75,Gym,100,3.56
Device_6,47:47.1,102,497,Cycling,0.91,20.6,54.2,Office,51,4.21
Device_9,52:47.1,131,444,Cycling,0.89,22.4,35.4,Office,54,5.35
Device_9,57:47.1,141,3311,Running,0.9,25.2,75,Gym,26,5.81
Device_5,02:47.1,96,2906,Walking,0.97,21.9,33.1,Street,37,4.01
Device_9,07:47.1,86,591,Walking,0.89,24.8,75,Office,35,3.7
Device_6,12:47.1,108,257,Cycling,0.92,21,43.2,Home,70,4.42
Device_2,17:47.1,145,3782,Running,0.97,18,75,Gym,67,6.01
Device_7,22:47.1,68,1931,Walking,0.96,24,42.3,Gym,57,2.8
Device_2,27:47.1,148,3721,Running,0.91,24.6,44.3,Street,62,6.16
Device_1,32:47.1,78,528,Walking,0.87,22.5,75,Office,56,3.48
Device_8,37:47.1,102,1034,Walking,0.92,25,36.9,Park,40,4.21
Device_1,42:47.1,82,44,Sedentary,0.86,23.8,75,Street,63,3.59
Device_2,47:47.1,85,2115,Walking,0.91,23.9,48.5,Gym,48,3.67
Device_4,52:47.1,90,783,Walking,0.96,20.5,52.8,Office,43,3.82
Device_4,57:47.1,90,744,Walking,0.92,20.7,58.1,Home,36,3.82
Device_5,02:47.1,68,2033,Walking,0.9,18,46.8,Home,60,3.4
Device_1,07:47.1,183.25,7,Sedentary,0.86,23,75,Office,99,8.13
Device_8,12:47.1,100,1534,Walking,0.98,22.2,38.9,Office,90,4.14
Device_10,17:47.1,146,262,Running,0.93,19.6,68.9,Park,94,6.06
Device_8,22:47.1,80,2428,Walking,0.91,18,38.9,Street,65,3.53
Device_6,27:47.1,97,1243,Walking,1,20.3,78,Home,53,4.04
Device_7,32:47.1,121,262,Running,0.86,21.9,40.4,Street,39,4.93
Device_1,37:47.1,83,652,Walking,0.95,23.1,41.3,Gym,62,3.62
Device_2,42:47.1,78,262,Sedentary,1,18,58.1,Home,91,3.48
Device_9,47:47.1,80,2500,Walking,0.9,24.8,45.9,Street,99,3.53
Device_4,52:47.1,137,3791,Running,0.95,24.3,33.4,Office,84,5.63
Device_9,57:47.1,158,4140,Running,0.92,18,42,Park,81,6.67
Device_9,02:47.1,68,262,Sedentary,0.96,18,49.3,Park,54,3.4
Device_8,07:47.1,89,262,Walking,0.91,28.1,48.6,Park,20,3.79
Device_10,12:47.1,111,2376,Walking,0.96,24.8,53.9,Street,88,4.53
Device_6,17:47.1,114,3089,Running,0.9,22.9,42.3,Gym,46,4.65
Device_10,22:47.1,108,2722,Walking,0.85,27.9,57.6,Park,68,4.42
Device_8,27:47.1,145,4974,Running,0.91,21.3,58.3,Office,30,6.01
Device_3,32:47.1,97,1564,Walking,0.99,22.8,57,Street,84,4.04
Device_10,37:47.1,129,262,Cycling,0.87,43.53,42.5,Home,94,5.27
Device_5,42:47.1,69,66,Sedentary,0.9,23.9,78,Office,32,3.26
Device_2,47:47.1,72,87,Sedentary,0.96,51.99,78,Gym,37,3.33
Device_7,52:47.1,140,4772,Running,0.86,18,36.3,Park,86,5.77
Device_7,57:47.1,211.83,23,Sedentary,0.96,23.9,34.2,Office,58,10.04
Device_4,02:47.1,79,86,Sedentary,0.89,29.7,78,Park,95,3.51
Device_2,07:47.1,74,48,Sedentary,0.9,22.9,54.3,Home,49,3.38
Device_10,12:47.1,140,4826,Running,0.91,25.6,51.5,Gym,43,5.77
Device_10,17:47.1,84,2762,Walking,0.86,60.23,53.6,Park,86,3.64
Device_7,22:47.1,64,5,Sedentary,0.87,25.1,59.9,Gym,51,3.14
Device_6,27:47.1,110,1002,Walking,0.94,24.7,30.4,Office,46,4.5
Device_10,32:47.1,86,2873,Walking,0.92,21.2,43.1,Office,29,3.7
Device_6,37:47.1,113,68,Cycling,0.94,18,35.3,Street,55,4.61
Device_2,42:47.1,132,3541,Running,0.9,26,45.7,Gym,32,5.4
Device_2,47:47.1,97,1241,Walking,0.89,18,48,Gym,36,4.04
Device_6,52:47.1,68,2423,Walking,0.97,18,34.7,Home,98,3.4
Device_2,57:47.1,107,490,Cycling,0.87,24.3,41.8,Office,41,4.39
Device_1,02:47.1,69,49,Sedentary,0.87,24.6,65.64,Home,26,3.4
Device_7,07:47.1,139,4222,Running,0.95,24.1,58.9,Gym,73,5.72
Device_9,12:47.1,99,864,Walking,0.86,19.6,78,Park,57,4.11
Device_2,17:47.1,99,750,Walking,0.87,22.5,51.2,Office,23,4.11
Device_1,22:47.1,98,2808,Walking,0.92,23.7,49.4,Gym,80,4.07
Device_10,27:47.1,85,1454,Walking,0.86,24.5,39.5,Street,61,3.67
Device_5,32:47.1,72,34,Sedentary,0.88,18,43.1,Gym,77,3.33
Device_2,37:47.1,69,4729,Running,0.91,23.7,50.9,Street,54,3.4
Device_9,42:47.1,117,3268,Running,0.9,22.3,52.6,Home,53,4.77
Device_3,47:47.1,117,262,Cycling,0.92,18,46.2,Gym,54,4.77
Device_10,52:47.1,263.35,262,Walking,0.93,18,54.1,Gym,100,14.18
Device_6,57:47.1,69,91.58910864,Sedentary,0.94,23.6,59.6,Office,100,3.4
Device_5,02:47.1,151,3157,Running,0.91,18,55.2,Street,66,6.31
Device_8,07:47.1,115,4656,Running,0.86,24.2,54,Street,90,4.69
Device_10,12:47.1,81,262,Sedentary,0.9,23.4,78,Street,64,3.56
Device_4,17:47.1,114,386,Cycling,0.98,24.1,38.3,Street,47,4.65
Device_9,22:47.1,60,262,Sedentary,0.86,19,45.9,Home,58,3.06
Device_5,27:47.1,126,4686,Running,0.9,46.76,30.8,Home,36,5.14
Device_2,32:47.1,81,2558,Walking,1,21.8,78,Office,63,3.56
Device_5,37:47.1,92,1838,Walking,0.99,19,43.1,Office,29,3.88
Device_5,42:47.1,63,2,Sedentary,0.9,21.7,45.7,Home,43,3.12
Device_9,47:47.1,76,274,Sedentary,0.87,30.4,54.8,Park,79,3.43
Device_7,52:47.1,443.71,3971,Running,0.86,19,54.9,Park,26,35.75
Device_9,57:47.1,118,3683,Running,0.95,23.7,32.1,Street,30,4.81
Device_2,02:47.1,68,10,Sedentary,0.93,25.9,78,Gym,72,3.23
Device_9,07:47.1,140,4006,Running,0.92,26.1,78.5,Park,90,5.77
Device_7,12:47.1,61,36,Sedentary,0.97,21.9,41.3,Street,50,3.08
Device_8,17:47.1,69,274,Running,0.9,23.1,52.3,Street,20,4.6
Device_7,22:47.1,138,10152.34,Running,0.87,22.2,31.7,Office,33,5.67
Device_1,27:47.1,61,7,Sedentary,0.87,21.1,68.2,Park,60,3.08
Device_10,32:47.1,71,43,Sedentary,0.86,27.8,70.6,Park,33,3.3
Device_7,37:47.1,107,274,Walking,0.89,50.09,78,Gym,77,4.39
Device_10,42:47.1,138,11044.77,Running,0.98,21.3,33.6,Street,80,5.67
Device_5,47:47.1,76,30,Sedentary,0.88,22.8,36.3,Street,83,3.43
Device_9,52:47.1,58,52,Sedentary,0.98,22.8,78,Office,20,3.02
Device_2,57:47.1,83,7,Sedentary,0.97,22.2,79,Office,44,3.62
Device_6,02:47.1,105,303,Cycling,0.99,20.2,58.5,Home,89,4.32
Device_8,07:47.1,128,7738.15,Running,0.87,19,51.9,Office,75,5.22
Device_4,12:47.1,88,1325,Walking,0.92,26.7,45.6,Park,96,3.76
Device_5,17:47.1,64,21,Sedentary,0.94,24.4,37.8,Street,96,3.14
Device_7,22:47.1,117,329,Cycling,0.92,24,32.5,Street,75,4.77
Device_4,27:47.1,69,274,Sedentary,0.89,22.9,79,Park,49,4.6
Device_8,32:47.1,206.16,1,Sedentary,0.93,31.9,34.2,Park,98,9.64
Device_6,37:47.1,110,3346,Running,0.91,23,54,Gym,63,4.5
Device_3,42:47.1,126,326,Cycling,0.95,19,37.2,Home,87,5.14
Device_7,47:47.1,69,1,Sedentary,0.89,24.7,43.3,Gym,54,3.26
Device_6,52:47.1,69,1039,Walking,0.97,22.1,47.1,Gym,58,4.6
Device_9,57:47.1,68,274,Sedentary,0.95,22.8,35.4,Home,82,3.23
Device_2,02:47.1,83,1508,Walking,0.87,24,43.5,Gym,91,3.62
Device_9,07:47.1,85,524,Walking,0.98,21.1,39,Street,20,3.67
Device_8,12:47.1,69,274,Sedentary,0.9,24.1,31,Park,87,3.26
Device_1,17:47.1,69,274,Walking,0.91,22.7,79,Park,24,4.6
Device_5,22:47.1,82,1403,Walking,0.9,24.2,32.2,Home,72,3.59
Device_2,27:47.1,104,274,Walking,0.88,24.4,79,Home,21,4.28
Device_7,32:47.1,106,2694,Walking,0.94,28.1,76,Park,71,4.35
Device_8,37:47.1,136,3935,Running,0.92,19,53.3,Gym,36,5.58
Device_10,42:47.1,58,36,Sedentary,0.87,21.1,58.7,Street,34,3.02
Device_9,47:47.1,75,274,Sedentary,0.86,22.6,59.7,Home,86,3.4
Device_2,52:47.1,76,16,Sedentary,0.87,49.35,48.2,Gym,79,3.43
Device_3,57:47.1,63,59,Sedentary,0.86,25,37.8,Home,85,3.12
Device_9,02:47.1,112,106,Cycling,0.97,48.61,59.2,Street,22,4.57
Device_4,07:47.1,71,75,Sedentary,0.97,23.8,48.2,Office,77,3.3
Device_1,12:47.1,70,14,Sedentary,0.86,25.8,56.9,Gym,99,3.28
Device_5,17:47.1,78,1124,Walking,0.94,21.4,50.6,Home,66,3.48
Device_1,22:47.1,93,2753,Walking,0.88,24.2,48.6,Street,51,3.91
Device_10,27:47.1,69,4086,Running,0.91,24.4,56.6,Street,69,4.6
Device_2,32:47.1,102,2187,Walking,0.96,26,79,Gym,92,4.21
Device_10,37:47.1,69,2113,Walking,0.9,45.86,57.5,Office,26,4.6
Device_6,42:47.1,83,2044,Walking,0.92,22,50.7,Home,64,3.62
Device_7,47:47.1,108,274,Cycling,0.97,22.7,53.4,Office,66,4.42
Device_4,52:47.1,118,4449,Running,0.92,24.2,55.5,Gym,34,4.81
Device_7,57:47.1,65,19,Sedentary,0.88,19,47.9,Gym,84,3.16
Device_3,02:47.1,69,4213.098997,Walking,0.87,23.2,50.9,Home,68,4.6
Device_2,07:47.1,93,1517,Walking,0.99,19,50.4,Street,97,3.91
Device_5,12:47.1,121,3988,Running,0.9,23.5,56.9,Street,46,4.93
Device_10,17:47.1,88,608,Walking,0.95,22.7,52.7,Office,89,3.76
